product_name,price,rating,sell,location,kategori
REALME NOTE 50 RAM 4/128 GB | REALME NOTE50 RAM 4/64 GB GARANSI RESMI,Rp1.099.000,4.9,80+ terjual,Jakarta Barat,realme
Realme 12 Plus 5G 12+ 8/256 GB Beige Green Garansi Resmi Not 11 Pro,Rp1.099.000,5.0,100+ terjual,Jakarta Pusat,realme
REALME 12 PLUS 5G 8/256 NEW GARANSI RESMI,Rp3.729.000,4.9,28 terjual,Medan,realme
REALME C53 NFC RAM 6/128GB ( RAM 6GB & INTERNAL 128GB) GARANSI RESMI,Rp3.729.000,4.6,100+ terjual,Jakarta Timur,realme
Realme Note 50,Rp3.729.000,4.9,50+ terjual,Jakarta Barat,realme
Realme C51s 6/128 GB Garansi Resmi 6 128 GB Black Green not c51 s,Rp1.594.000,5.0,250+ terjual,Jakarta Pusat,realme
Realme C35 4/128 Garansi Resmi Realme Indonesia,Rp1.261.000,4.9,90+ terjual,Kab. Bekasi,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,5.0,80+ terjual,Jakarta Utara,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
REALME C55 6/128 GARANSI RESMI,Rp1.261.000,,,,realme
